algName,netName,clusteringName,numberOfRealThreads,convergence,broadcasting,elapsedTime,shd,dfMM_avg,dfMM_plus,dfMM_minus,iterations,bdeu
cges,link,HierarchicalClustering,2,c2,NO_BROADCASTING,297.584,711.0,1486.0,570.0,570.0,9.0,-11849592.27276519
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,278.801,1190.0,2742.0,1464.0,1464.0,6.0,-1148585.6817247542
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,219.121,835.0,1728.0,590.0,590.0,12.0,-1135893.10902682
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,319.443,934.0,1914.0,626.0,626.0,23.0,-1142577.9117100025
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,289.347,1204.0,2700.0,1578.0,1578.0,9.0,-1152035.518102744
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,228.862,839.0,1740.0,598.0,598.0,16.0,-1136720.4569664462
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,260.943,930.0,1914.0,690.0,690.0,21.0,-1144549.4238818137
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,379.701,1105.0,2342.0,992.0,992.0,4.0,-1196743.3311482402
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,311.772,927.0,1996.0,870.0,870.0,18.0,-1137645.5569830823
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,215.035,943.0,1986.0,736.0,736.0,12.0,-1152562.8111953873
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,223.537,849.0,1724.0,568.0,568.0,16.0,-1129886.7251587878
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,209.275,936.0,1974.0,764.0,764.0,7.0,-1125343.957208089
cges,link,HierarchicalClustering,2,c2,PAIR_BROADCASTING,297.219,873.0,2044.0,1272.0,1272.0,7.0,-11848214.258986708
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,252.934,865.0,1786.0,634.0,634.0,17.0,-1129579.6969065843
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,307.148,999.0,2108.0,866.0,866.0,22.0,-1149977.1477273875
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,357.973,954.0,2008.0,828.0,828.0,24.0,-1146135.5109848306
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,312.882,1019.0,2122.0,824.0,824.0,21.0,-1147114.097227769
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,313.676,864.0,1812.0,702.0,702.0,24.0,-1141731.9367694866
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,289.652,1010.0,2128.0,902.0,902.0,13.0,-1148769.864805893
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,254.774,989.0,2112.0,926.0,926.0,17.0,-1139444.6097840185
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,263.547,1076.0,2288.0,968.0,968.0,11.0,-1165062.23304884
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,277.938,995.0,2078.0,768.0,768.0,20.0,-1156850.999024617
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,241.039,1003.0,2070.0,882.0,882.0,16.0,-1135167.011179505
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,267.049,1214.0,2650.0,1564.0,1564.0,15.0,-1123461.4432168277
cges,link,HierarchicalClustering,4,c2,ALL_BROADCASTING,575.396,1677.0,4676.0,3834.0,3834.0,18.0,-11903763.400924353
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,133.74,868.0,1790.0,634.0,634.0,12.0,-1126153.1221971095
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,161.944,930.0,2016.0,842.0,842.0,16.0,-1136163.2675478908
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,148.632,970.0,2042.0,784.0,784.0,14.0,-1149443.1423804692
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,138.942,1010.0,2130.0,820.0,820.0,13.0,-1151701.373244327
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,126.748,967.0,1988.0,672.0,672.0,12.0,-1140955.1459615205
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,155.623,958.0,1976.0,772.0,772.0,15.0,-1144997.054260723
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,143.034,958.0,2034.0,824.0,824.0,12.0,-1130691.412335742
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,180.028,979.0,2094.0,810.0,810.0,20.0,-1141842.3360324344
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,147.103,988.0,2072.0,848.0,848.0,14.0,-1156461.361206631
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,146.281,914.0,1940.0,748.0,748.0,14.0,-1138756.7671209178
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,179.566,936.0,1928.0,714.0,714.0,15.0,-1129375.127344416
cges,link,HierarchicalClustering,4,c2,NO_BROADCASTING,475.453,1131.0,3988.0,3112.0,3112.0,16.0,-11898633.699086228
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,220.784,890.0,1858.0,680.0,680.0,12.0,-1131107.518301536
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,249.639,1042.0,2220.0,954.0,954.0,12.0,-1148841.6070074693
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,221.598,1286.0,3070.0,1698.0,1698.0,8.0,-1155787.412394842
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,483.694,1052.0,2328.0,1208.0,1208.0,19.0,-1152693.8076514886
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,218.9,996.0,2368.0,1246.0,1246.0,12.0,-1141327.45341181
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,326.949,884.0,1862.0,662.0,662.0,37.0,-1142855.444923164
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,441.154,1061.0,2264.0,972.0,972.0,22.0,-1162876.338428788
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,252.747,912.0,1920.0,820.0,820.0,19.0,-1133299.8315028984
cges,link,HierarchicalClustering,4,c2,PAIR_BROADCASTING,245.716,1101.0,2454.0,854.0,854.0,8.0,-1173944.8760037236
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,407.966,1289.0,2832.0,1698.0,1698.0,15.0,-1153824.0678967598
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,383.058,1301.0,2962.0,1728.0,1728.0,17.0,-1151765.1933439446
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,393.712,1112.0,2398.0,1100.0,1100.0,23.0,-1159103.3505499351
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,263.605,1320.0,3052.0,1822.0,1822.0,13.0,-1167289.6474751525
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,290.419,998.0,2026.0,688.0,688.0,9.0,-1161110.7312307598
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,392.773,1035.0,2200.0,1044.0,1044.0,20.0,-1151479.9742985964
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,340.217,1320.0,3132.0,2054.0,2054.0,16.0,-1147168.0631651187
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,374.655,1249.0,2922.0,1778.0,1778.0,16.0,-1143758.4372654073
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,311.424,1150.0,2464.0,1144.0,1144.0,7.0,-1185114.3121293604
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,302.184,1112.0,2332.0,1140.0,1140.0,12.0,-1145883.1074267903
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,664.563,878.0,1802.0,662.0,662.0,22.0,-1117347.6302983724
cges,link,HierarchicalClustering,8,c2,ALL_BROADCASTING,459.596,941.0,2184.0,1256.0,1256.0,15.0,-11887383.762446497
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,155.383,864.0,1770.0,592.0,592.0,20.0,-1118747.2325183996
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,156.924,926.0,1978.0,686.0,686.0,21.0,-1133494.2779251304
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,158.879,978.0,2114.0,930.0,930.0,19.0,-1141460.5320477344
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,171.638,1044.0,2238.0,974.0,974.0,23.0,-1158214.4019614812
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,168.91,848.0,1766.0,702.0,702.0,20.0,-1124645.0112004487
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,156.902,1027.0,2314.0,1096.0,1096.0,19.0,-1152079.1720522398
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,171.832,942.0,1950.0,792.0,792.0,21.0,-1123256.9849075095
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,253.618,860.0,1776.0,650.0,650.0,35.0,-1128487.7182638713
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,148.029,1004.0,2126.0,898.0,898.0,19.0,-1156466.444794573
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,167.89,984.0,2080.0,888.0,888.0,20.0,-1137086.2553967526
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,208.514,946.0,1986.0,802.0,802.0,29.0,-1132012.4163906472
cges,link,HierarchicalClustering,8,c2,NO_BROADCASTING,731.421,896.0,2046.0,1104.0,1104.0,19.0,-11827852.19707328
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,352.975,1187.0,2706.0,1556.0,1556.0,12.0,-1164976.0604078253
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,357.518,1216.0,2812.0,942.0,942.0,9.0,-1225588.2694110535
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,309.437,1256.0,2784.0,1500.0,1500.0,11.0,-1198083.768082654
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,376.484,903.0,1896.0,770.0,770.0,8.0,-1178648.348481089
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,441.277,1529.0,4648.0,3048.0,3048.0,12.0,-1196439.4020360913
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,377.867,1404.0,3566.0,2042.0,2042.0,11.0,-1214077.63692043
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,353.739,1200.0,2782.0,1588.0,1588.0,11.0,-1181839.1883161548
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,,,,,,,
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,678.111,1319.0,3188.0,2088.0,2088.0,10.0,-1190454.236703018
cges,link,HierarchicalClustering,8,c2,PAIR_BROADCASTING,1313.863,1034.0,2400.0,1426.0,1426.0,11.0,-12341466.30347342
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1871.972,1448.0,3196.0,800.0,800.0,5.0,-936178.1285512644
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1562.658,1491.0,3254.0,992.0,992.0,5.0,-935259.5872905988
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1731.423,1428.0,3182.0,742.0,742.0,4.0,-935244.7940789132
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1605.048,1508.0,3238.0,1038.0,1038.0,10.0,-935664.4685436965
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1852.153,1429.0,3018.0,774.0,774.0,5.0,-935418.2752962264
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1591.746,1490.0,3302.0,978.0,978.0,7.0,-930370.6011137762
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1760.152,1462.0,3254.0,742.0,742.0,4.0,-936946.1016853967
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1739.491,1501.0,3308.0,1044.0,1044.0,7.0,-932914.7035732584
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1669.101,1448.0,3174.0,802.0,802.0,4.0,-938029.7630333096
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1710.106,1456.0,3236.0,754.0,754.0,4.0,-929403.2225457146
cges,munin,HierarchicalClustering,1,c2,ALL_BROADCASTING,1542.758,1416.0,3066.0,918.0,918.0,5.0,-932343.273151535
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1822.196,1448.0,3196.0,800.0,800.0,5.0,-936178.1285512644
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1524.425,1491.0,3254.0,992.0,992.0,5.0,-935259.5872905988
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1693.432,1428.0,3182.0,742.0,742.0,4.0,-935244.7940789132
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1571.168,1508.0,3238.0,1038.0,1038.0,10.0,-935664.4685436965
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1866.76,1429.0,3018.0,774.0,774.0,5.0,-935418.2752962264
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1591.654,1490.0,3302.0,978.0,978.0,7.0,-930370.6011137762
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1762.38,1462.0,3254.0,742.0,742.0,4.0,-936946.1016853967
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1704.134,1501.0,3308.0,1044.0,1044.0,7.0,-932914.7035732584
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1682.01,1448.0,3174.0,802.0,802.0,4.0,-938029.7630333096
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1891.652,1451.0,3222.0,750.0,750.0,5.0,-930322.8366808718
cges,munin,HierarchicalClustering,1,c2,NO_BROADCASTING,1525.451,1416.0,3066.0,918.0,918.0,5.0,-932343.273151535
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1876.865,1448.0,3196.0,800.0,800.0,5.0,-936178.1285512646
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1557.974,1491.0,3254.0,992.0,992.0,5.0,-935259.587290599
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1697.095,1428.0,3182.0,742.0,742.0,4.0,-935244.7940789132
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1541.029,1508.0,3238.0,1038.0,1038.0,10.0,-935664.4685436965
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,2076.588,1429.0,3018.0,774.0,774.0,6.0,-935418.2752962264
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1608.364,1490.0,3302.0,978.0,978.0,7.0,-930370.6011137762
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1866.386,1462.0,3254.0,742.0,742.0,4.0,-936946.1016853967
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1677.704,1501.0,3308.0,1044.0,1044.0,8.0,-932914.7035732584
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1722.429,1448.0,3174.0,802.0,802.0,4.0,-938029.7630333096
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1735.116,1455.0,3234.0,754.0,754.0,4.0,-929379.1650159172
cges,munin,HierarchicalClustering,1,c2,PAIR_BROADCASTING,1546.722,1416.0,3066.0,918.0,918.0,6.0,-932343.2731515352
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,1287.213,1521.0,3254.0,1032.0,1032.0,8.0,-936499.9035427076
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,1079.12,1505.0,3276.0,1066.0,1066.0,13.0,-935992.8656640168
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,938.224,1505.0,3378.0,1036.0,1036.0,8.0,-930331.2772787974
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,2,c2,ALL_BROADCASTING,1747.393,1476.0,3272.0,926.0,926.0,6.0,-935942.4987813684
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,1054.536,1523.0,3248.0,1110.0,1110.0,9.0,-934970.0196710428
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,1024.555,1505.0,3276.0,1066.0,1066.0,13.0,-935992.8656640168
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,816.888,1505.0,3378.0,1036.0,1036.0,8.0,-930331.2772787974
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,2153.253,1534.0,3444.0,840.0,840.0,7.0,-942653.6534881408
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,1037.732,1525.0,3390.0,1064.0,1064.0,10.0,-928115.0957470282
cges,munin,HierarchicalClustering,2,c2,NO_BROADCASTING,898.523,1476.0,3272.0,926.0,926.0,6.0,-935942.4987813684
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,1362.594,1533.0,3438.0,1020.0,1020.0,12.0,-937317.9223461004
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,852.252,1559.0,3392.0,1146.0,1146.0,10.0,-934708.1481872668
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,1155.405,1547.0,3450.0,1150.0,1150.0,9.0,-938086.5296497708
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,770.298,1541.0,3376.0,1130.0,1130.0,10.0,-934825.8132127
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,1219.497,1569.0,3550.0,1096.0,1096.0,12.0,-933881.3320849516
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,1430.114,1535.0,3364.0,1014.0,1014.0,12.0,-937766.5504225024
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,1978.138,1560.0,3386.0,1042.0,1042.0,16.0,-938644.5937815248
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,703.191,1558.0,3458.0,1134.0,1134.0,9.0,-928893.644722542
cges,munin,HierarchicalClustering,2,c2,PAIR_BROADCASTING,732.951,1470.0,3210.0,1060.0,1060.0,10.0,-933596.001142244
cges,munin,HierarchicalClustering,4,c2,ALL_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,4,c2,ALL_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,674.366,1569.0,3506.0,960.0,960.0,9.0,-942502.7550397108
cges,munin,HierarchicalClustering,4,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,837.316,1601.0,3420.0,1120.0,1120.0,17.0,-937283.8968050648
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,1118.268,1658.0,3640.0,1314.0,1314.0,19.0,-936409.6409033452
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,695.717,1672.0,3762.0,1248.0,1248.0,16.0,-942151.8928786322
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,1087.273,1649.0,3680.0,1182.0,1182.0,22.0,-936176.9156922892
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,1235.033,1652.0,3720.0,1182.0,1182.0,25.0,-935444.7495093216
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,1336.361,1676.0,3714.0,1098.0,1098.0,21.0,-944567.188508264
cges,munin,HierarchicalClustering,4,c2,PAIR_BROADCASTING,924.803,1639.0,3694.0,1206.0,1206.0,19.0,-932559.4774541794
cges,munin,HierarchicalClustering,8,c2,ALL_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,8,c2,ALL_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,8,c2,NO_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,8,c2,PAIR_BROADCASTING,,,,,,,
cges,munin,HierarchicalClustering,8,c2,PAIR_BROADCASTING,1834.31,1559.0,3478.0,1116.0,1116.0,40.0,-936368.6718481608
cges,munin,HierarchicalClustering,8,c2,PAIR_BROADCASTING,,,,,,,
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,73.603,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,69.657,0.0,0.0,0.0,0.0,4.0,-1672862.8337663016
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,88.492,0.0,0.0,0.0,0.0,4.0,-1674311.6987925328
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,78.28,0.0,0.0,0.0,0.0,4.0,-1675404.877764935
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,72.031,0.0,0.0,0.0,0.0,4.0,-1675946.8368636218
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,81.109,0.0,0.0,0.0,0.0,4.0,-1676267.3230144675
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,71.63,0.0,0.0,0.0,0.0,4.0,-1674789.5458293168
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,75.445,0.0,0.0,0.0,0.0,4.0,-1675064.0159439556
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,78.348,0.0,0.0,0.0,0.0,4.0,-1676948.5367278014
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,77.141,0.0,0.0,0.0,0.0,4.0,-1674822.4981279897
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,67.642,0.0,0.0,0.0,0.0,4.0,-1674757.2366382969
cges,pigs,HierarchicalClustering,1,c2,ALL_BROADCASTING,99.491,0.0,0.0,0.0,0.0,4.0,-18242616.51513647
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,72.785,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,73.075,0.0,0.0,0.0,0.0,4.0,-1672862.8337663016
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,73.906,0.0,0.0,0.0,0.0,4.0,-1674311.6987925328
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,75.346,0.0,0.0,0.0,0.0,4.0,-1675404.877764935
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,76.768,0.0,0.0,0.0,0.0,4.0,-1675946.8368636218
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,68.169,0.0,0.0,0.0,0.0,4.0,-1676267.3230144675
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,81.195,0.0,0.0,0.0,0.0,4.0,-1674789.5458293168
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,76.031,0.0,0.0,0.0,0.0,4.0,-1675064.0159439556
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,68.052,0.0,0.0,0.0,0.0,4.0,-1676948.5367278014
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,74.012,0.0,0.0,0.0,0.0,4.0,-1674822.4981279897
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,76.29,0.0,0.0,0.0,0.0,4.0,-1674757.2366382969
cges,pigs,HierarchicalClustering,1,c2,NO_BROADCASTING,102.057,0.0,0.0,0.0,0.0,4.0,-18242616.51513647
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,73.706,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,78.6,0.0,0.0,0.0,0.0,4.0,-1672862.8337663016
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,77.178,0.0,0.0,0.0,0.0,4.0,-1674311.6987925328
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,70.559,0.0,0.0,0.0,0.0,4.0,-1675404.877764935
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,75.492,0.0,0.0,0.0,0.0,4.0,-1675946.8368636218
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,69.952,0.0,0.0,0.0,0.0,4.0,-1676267.3230144675
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,75.543,0.0,0.0,0.0,0.0,4.0,-1674789.5458293168
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,75.762,0.0,0.0,0.0,0.0,4.0,-1675064.0159439556
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,72.975,0.0,0.0,0.0,0.0,4.0,-1676948.5367278014
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,72.872,0.0,0.0,0.0,0.0,4.0,-1674822.4981279897
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,72.717,0.0,0.0,0.0,0.0,4.0,-1674757.2366382969
cges,pigs,HierarchicalClustering,1,c2,PAIR_BROADCASTING,98.434,0.0,0.0,0.0,0.0,4.0,-18242616.51513647
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,45.462,4.0,16.0,16.0,16.0,7.0,-1674267.4500865797
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,51.331,4.0,14.0,14.0,14.0,8.0,-1673557.199965418
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,44.501,0.0,0.0,0.0,0.0,9.0,-1674417.2593854044
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,48.379,0.0,0.0,0.0,0.0,7.0,-1675534.5789077403
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,49.088,0.0,0.0,0.0,0.0,9.0,-1676132.3111721228
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,48.695,0.0,0.0,0.0,0.0,10.0,-1676448.1546391111
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,41.249,2.0,8.0,8.0,8.0,7.0,-1675063.770450777
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,45.702,0.0,0.0,0.0,0.0,10.0,-1675330.0507610266
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,43.104,0.0,0.0,0.0,0.0,8.0,-1677109.1303648788
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,53.326,0.0,0.0,0.0,0.0,8.0,-1675007.3443394247
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,44.965,8.0,26.0,26.0,26.0,7.0,-1675648.392735273
cges,pigs,HierarchicalClustering,2,c2,ALL_BROADCASTING,69.908,0.0,0.0,0.0,0.0,7.0,-18242876.72335876
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,42.964,4.0,16.0,16.0,16.0,7.0,-1674267.4500865797
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,47.63,4.0,14.0,14.0,14.0,8.0,-1673557.199965418
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,41.988,0.0,0.0,0.0,0.0,9.0,-1674417.2593854044
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,45.596,0.0,0.0,0.0,0.0,7.0,-1675534.5789077403
