algName,netName,clusteringName,numberOfRealThreads,convergence,broadcasting,elapsedTime,shd,dfMM_avg,dfMM_plus,dfMM_minus,iterations,bdeu
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,41.417,0.0,0.0,0.0,0.0,9.0,-1676132.3111721228
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,43.495,0.0,0.0,0.0,0.0,10.0,-1676448.1546391111
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,39.692,2.0,8.0,8.0,8.0,7.0,-1675063.770450777
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,39.789,4.0,12.0,12.0,12.0,9.0,-1675594.445730263
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,41.607,0.0,0.0,0.0,0.0,8.0,-1677109.1303648788
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,51.148,0.0,0.0,0.0,0.0,8.0,-1675007.3443394247
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,42.322,8.0,26.0,26.0,26.0,7.0,-1675648.392735273
cges,pigs,HierarchicalClustering,2,c2,NO_BROADCASTING,65.913,0.0,0.0,0.0,0.0,7.0,-18242876.72335876
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,41.969,6.0,12.0,12.0,12.0,7.0,-1674546.478960877
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,51.218,0.0,0.0,0.0,0.0,10.0,-1673315.1900348298
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,43.123,40.0,104.0,96.0,96.0,8.0,-1679464.963341915
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,46.06,0.0,0.0,0.0,0.0,8.0,-1675586.5342685853
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,46.259,3.0,8.0,8.0,8.0,11.0,-1677066.957975593
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,42.18,12.0,34.0,32.0,32.0,9.0,-1677816.243232289
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,45.864,3.0,8.0,6.0,6.0,11.0,-1675588.8381130926
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,37.157,4.0,12.0,12.0,12.0,7.0,-1675505.1458661894
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,37.848,7.0,18.0,14.0,14.0,7.0,-1678119.0079634662
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,46.974,0.0,0.0,0.0,0.0,8.0,-1675114.7200129766
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,44.977,8.0,26.0,26.0,26.0,8.0,-1675723.853414543
cges,pigs,HierarchicalClustering,2,c2,PAIR_BROADCASTING,83.573,17.0,46.0,44.0,44.0,13.0,-18247310.75805268
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,53.522,0.0,0.0,0.0,0.0,15.0,-1674057.8157735516
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,44.137,6.0,14.0,10.0,10.0,11.0,-1674402.8083053592
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,78.161,19.0,48.0,38.0,38.0,23.0,-1678311.1027431812
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,54.866,11.0,30.0,28.0,28.0,16.0,-1677267.743720572
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,59.347,34.0,100.0,90.0,90.0,17.0,-1680084.290090396
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,89.812,4.0,16.0,16.0,16.0,28.0,-1677282.285585156
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,59.896,55.0,140.0,138.0,138.0,17.0,-1679916.671072123
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,60.06,4.0,16.0,16.0,16.0,17.0,-1675734.1918132375
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,53.622,3.0,8.0,8.0,8.0,14.0,-1677850.6587643824
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,45.023,6.0,12.0,8.0,8.0,12.0,-1676910.3862261756
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,70.341,12.0,34.0,30.0,30.0,21.0,-1676973.7796145084
cges,pigs,HierarchicalClustering,4,c2,ALL_BROADCASTING,124.19,1.0,4.0,4.0,4.0,23.0,-18243518.03435596
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,34.614,0.0,0.0,0.0,0.0,14.0,-1674248.3219631664
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,29.492,0.0,0.0,0.0,0.0,10.0,-1673072.5643932817
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,34.807,13.0,52.0,52.0,52.0,15.0,-1675705.698767508
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,28.069,4.0,16.0,16.0,16.0,11.0,-1676009.5863330886
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,37.581,7.0,28.0,28.0,28.0,17.0,-1676933.9090211124
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,29.692,1.0,4.0,4.0,4.0,11.0,-1676776.6687718292
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,26.905,11.0,34.0,32.0,32.0,10.0,-1676011.1041376437
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,27.13,1.0,4.0,4.0,4.0,11.0,-1675337.5463063212
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,29.181,4.0,16.0,16.0,16.0,11.0,-1677477.7163221058
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,35.044,3.0,8.0,8.0,8.0,15.0,-1675918.8593104456
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,26.921,0.0,0.0,0.0,0.0,9.0,-1674836.9389806504
cges,pigs,HierarchicalClustering,4,c2,NO_BROADCASTING,61.838,0.0,0.0,0.0,0.0,11.0,-18242847.183643643
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,48.644,6.0,18.0,16.0,16.0,22.0,-1674862.1924393026
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,35.365,0.0,0.0,0.0,0.0,12.0,-1673385.87883527
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,67.661,7.0,28.0,28.0,28.0,33.0,-1675597.893894892
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,27.405,16.0,46.0,42.0,42.0,9.0,-1677486.3116577475
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,42.34,2.0,8.0,8.0,8.0,19.0,-1676852.888658215
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,58.11,5.0,20.0,20.0,20.0,25.0,-1677406.0235202946
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,39.189,7.0,22.0,22.0,22.0,16.0,-1675840.6208667418
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,59.014,9.0,30.0,30.0,30.0,28.0,-1676383.7584019832
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,32.374,4.0,16.0,16.0,16.0,11.0,-1677814.8199181797
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,49.086,10.0,26.0,26.0,26.0,20.0,-1676375.6491540803
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,27.692,7.0,30.0,30.0,30.0,9.0,-1675922.6410336022
cges,pigs,HierarchicalClustering,4,c2,PAIR_BROADCASTING,125.415,3.0,12.0,12.0,12.0,23.0,-18243824.419053063
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,145.328,8.0,24.0,24.0,24.0,31.0,-1675574.8619706396
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,136.113,24.0,68.0,60.0,60.0,29.0,-1677948.1262762088
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,92.98,28.0,82.0,74.0,74.0,21.0,-1679541.3005211772
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,38.142,34.0,90.0,76.0,76.0,9.0,-1690273.8216354118
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,96.936,39.0,92.0,82.0,82.0,22.0,-1683041.7399510285
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,177.046,38.0,90.0,72.0,72.0,41.0,-1681708.4246777256
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,139.746,11.0,38.0,38.0,38.0,23.0,-1676860.51548899
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,89.803,5.0,14.0,12.0,12.0,22.0,-1677974.5357591114
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,203.743,48.0,116.0,100.0,100.0,40.0,-1684074.260057591
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,171.56,12.0,42.0,42.0,42.0,39.0,-1676498.0555734443
cges,pigs,HierarchicalClustering,8,c2,ALL_BROADCASTING,215.355,0.0,0.0,0.0,0.0,31.0,-18243784.461785227
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,48.528,0.0,0.0,0.0,0.0,27.0,-1674344.2677983656
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,34.489,0.0,0.0,0.0,0.0,18.0,-1673151.698798776
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,38.481,7.0,28.0,28.0,28.0,20.0,-1675390.1000408055
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,38.608,4.0,16.0,16.0,16.0,20.0,-1676084.7964405387
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,33.271,11.0,44.0,44.0,44.0,17.0,-1677321.1576056574
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,36.77,4.0,16.0,16.0,16.0,19.0,-1676997.9811577883
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,38.816,3.0,6.0,6.0,6.0,20.0,-1675392.5256381882
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,28.387,4.0,12.0,12.0,12.0,13.0,-1676231.241520619
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,37.522,9.0,34.0,34.0,34.0,20.0,-1678130.7205815697
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,36.136,17.0,56.0,54.0,54.0,18.0,-1677204.9048846727
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,36.138,11.0,38.0,36.0,36.0,19.0,-1676110.987135883
cges,pigs,HierarchicalClustering,8,c2,NO_BROADCASTING,77.114,1.0,4.0,4.0,4.0,15.0,-18243035.233577967
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,145.352,16.0,52.0,52.0,52.0,32.0,-1676209.3469797373
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,150.18,10.0,40.0,40.0,40.0,33.0,-1674672.5569767605
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,128.172,11.0,40.0,40.0,40.0,26.0,-1676371.4805767452
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,84.363,4.0,16.0,16.0,16.0,20.0,-1676569.3825287805
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,243.645,13.0,46.0,46.0,46.0,51.0,-1677997.4320156164
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,156.247,13.0,38.0,34.0,34.0,32.0,-1678538.04450263
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,115.094,9.0,30.0,30.0,30.0,26.0,-1676418.636738187
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,133.468,1.0,4.0,4.0,4.0,31.0,-1675910.6715516448
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,202.475,11.0,44.0,44.0,44.0,42.0,-1678883.0919978025
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,232.136,7.0,20.0,18.0,18.0,48.0,-1676545.1957360078
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,241.469,9.0,32.0,32.0,32.0,50.0,-1676508.849554032
cges,pigs,HierarchicalClustering,8,c2,PAIR_BROADCASTING,243.644,1.0,4.0,4.0,4.0,35.0,-18244026.883932754
