algName,netName,clusteringName,numberOfRealThreads,convergence,broadcasting,seed,database,elapsedTime(s),shd,dfMM_avg,dfMM_plus,dfMM_minus,iterations,bdeu
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,47,andes03,10.459,178.0,392.0,56.0,56.0,9.0,-472286.9769657738
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,53,andes03,9.166,178.0,392.0,56.0,56.0,7.0,-472286.9769657738
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,59,andes03,7.341,164.0,356.0,26.0,26.0,5.0,-471043.6008278615
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,61,andes03,8.678,173.0,382.0,52.0,52.0,8.0,-471445.0872709346
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,67,andes03,8.621,166.0,368.0,40.0,40.0,9.0,-471062.8548693815
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,71,andes03,10.053,166.0,368.0,40.0,40.0,9.0,-471062.8548693815
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,11,pigs01,41.541,7.0,20.0,20.0,20.0,18.0,-1673608.1799130198
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,73,andes03,9.767,178.0,392.0,56.0,56.0,8.0,-472286.9769657738
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,79,andes03,9.208,178.0,394.0,58.0,58.0,8.0,-471279.6567913401
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,83,andes03,7.757,164.0,356.0,26.0,26.0,6.0,-471043.6008278615
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,89,andes03,10.103,178.0,392.0,56.0,56.0,9.0,-472286.9769657738
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,97,andes03,7.288,166.0,368.0,40.0,40.0,6.0,-471062.85486938147
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,101,andes03,8.187,173.0,380.0,44.0,44.0,8.0,-471238.0568700551
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,103,andes03,8.022,164.0,356.0,26.0,26.0,7.0,-471043.6008278615
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,107,andes03,7.518,166.0,368.0,40.0,40.0,6.0,-471062.8548693815
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,109,andes03,12.091,278.0,626.0,264.0,264.0,7.0,-476678.23693398916
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,113,andes03,8.312,166.0,368.0,40.0,40.0,9.0,-471062.8548693815
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,13,pigs01,35.243,7.0,20.0,20.0,20.0,13.0,-1673669.1053619
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,2,andes03,8.218,167.0,364.0,30.0,30.0,11.0,-471233.58984004695
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,3,andes03,8.525,164.0,352.0,18.0,18.0,11.0,-471212.1471075167
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,5,andes03,9.597,171.0,370.0,42.0,42.0,15.0,-471086.7024613999
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,7,andes03,9.887,182.0,400.0,58.0,58.0,15.0,-471504.03753155307
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,11,andes03,8.48,156.0,336.0,10.0,10.0,11.0,-470874.87114547926
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,13,andes03,7.689,158.0,340.0,10.0,10.0,10.0,-471058.72594595724
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,17,andes03,7.64,162.0,348.0,10.0,10.0,11.0,-471009.194621806
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,19,andes03,9.367,163.0,352.0,16.0,16.0,15.0,-471150.62745555124
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,23,andes03,8.092,167.0,362.0,30.0,30.0,12.0,-471059.1368975195
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,29,andes03,7.163,172.0,370.0,38.0,38.0,9.0,-471455.2205826217
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,17,pigs01,28.657,2.0,8.0,8.0,8.0,9.0,-1673249.2033804094
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,31,andes03,7.163,160.0,344.0,10.0,10.0,8.0,-470995.4515302875
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,37,andes03,10.128,158.0,340.0,10.0,10.0,17.0,-471017.8475752344
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,41,andes03,7.579,158.0,340.0,10.0,10.0,11.0,-470972.93178991973
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,43,andes03,7.929,159.0,342.0,16.0,16.0,11.0,-470950.69646768377
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,47,andes03,7.906,159.0,344.0,14.0,14.0,10.0,-471079.24119185435
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,53,andes03,8.51,177.0,386.0,50.0,50.0,12.0,-471325.37492765766
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,59,andes03,8.052,211.0,476.0,140.0,140.0,6.0,-474107.2934636442
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,61,andes03,6.359,166.0,356.0,22.0,22.0,7.0,-471302.72700809303
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,67,andes03,9.072,183.0,396.0,26.0,26.0,14.0,-471458.1233042531
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,71,andes03,7.176,160.0,344.0,10.0,10.0,9.0,-470995.45153028757
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,19,pigs01,33.409,5.0,20.0,20.0,20.0,12.0,-1673557.591340149
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,73,andes03,7.053,166.0,356.0,22.0,22.0,8.0,-471289.2409965438
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,79,andes03,9.331,179.0,384.0,46.0,46.0,5.0,-472455.04780114366
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,83,andes03,8.504,175.0,382.0,34.0,34.0,11.0,-471525.76069085347
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,89,andes03,7.725,160.0,346.0,16.0,16.0,10.0,-471127.9763262035
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,97,andes03,7.429,158.0,340.0,10.0,10.0,10.0,-471005.06380098395
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,101,andes03,35.229,166.0,376.0,50.0,50.0,23.0,-471498.2270362231
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,103,andes03,8.841,158.0,340.0,10.0,10.0,13.0,-471057.04283821146
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,107,andes03,8.886,158.0,340.0,10.0,10.0,10.0,-471012.12601685466
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,109,andes03,9.094,180.0,394.0,56.0,56.0,12.0,-471511.387444524
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,113,andes03,8.334,160.0,346.0,16.0,16.0,11.0,-471062.06866471085
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,23,pigs01,28.851,0.0,0.0,0.0,0.0,9.0,-1673174.7301835374
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,2,andes03,7.811,156.0,336.0,10.0,10.0,11.0,-470888.99491400656
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,3,andes03,8.118,164.0,352.0,20.0,20.0,12.0,-470905.92533567507
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,5,andes03,8.072,172.0,372.0,36.0,36.0,12.0,-471022.072710541
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,7,andes03,8.797,156.0,336.0,10.0,10.0,14.0,-470925.4944244753
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,11,andes03,9.562,156.0,336.0,10.0,10.0,15.0,-470888.9949140066
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,13,andes03,8.749,172.0,380.0,52.0,52.0,12.0,-471287.81779507466
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,17,andes03,7.907,159.0,348.0,22.0,22.0,12.0,-470993.6382631025
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,19,andes03,9.085,156.0,336.0,10.0,10.0,14.0,-470864.67545692995
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,23,andes03,8.028,162.0,356.0,30.0,30.0,11.0,-471044.0918480609
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,29,andes03,8.711,159.0,348.0,22.0,22.0,13.0,-470975.16522567254
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,29,pigs01,38.839,0.0,0.0,0.0,0.0,16.0,-1673310.6067305098
cges,pigs,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,67,pigs00,74.748,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,31,andes03,10.372,156.0,336.0,10.0,10.0,15.0,-470906.93230830797
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,37,andes03,12.1,156.0,336.0,10.0,10.0,15.0,-470940.6018938506
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,41,andes03,8.453,167.0,358.0,20.0,20.0,13.0,-471102.919909635
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,43,andes03,9.082,156.0,336.0,10.0,10.0,13.0,-470917.53834313457
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,47,andes03,9.159,156.0,336.0,10.0,10.0,15.0,-470888.99491400656
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,53,andes03,12.303,161.0,352.0,26.0,26.0,13.0,-470983.59225604543
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,59,andes03,7.811,165.0,362.0,30.0,30.0,11.0,-471009.6052144935
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,61,andes03,9.192,156.0,336.0,10.0,10.0,14.0,-470875.96202010586
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,67,andes03,8.244,156.0,336.0,10.0,10.0,13.0,-470927.56899994984
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,71,andes03,10.585,156.0,336.0,10.0,10.0,14.0,-470940.6018938506
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,31,pigs01,32.201,4.0,14.0,14.0,14.0,10.0,-1673452.7786578645
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,73,andes03,9.173,156.0,336.0,10.0,10.0,14.0,-470864.04930172034
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,79,andes03,8.148,162.0,362.0,36.0,36.0,11.0,-471071.1244689128
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,83,andes03,9.344,156.0,336.0,10.0,10.0,16.0,-470875.62370177277
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,89,andes03,10.239,156.0,336.0,10.0,10.0,13.0,-470910.46007018746
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,97,andes03,9.112,156.0,336.0,10.0,10.0,14.0,-470910.50289403397
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,101,andes03,7.946,156.0,336.0,10.0,10.0,12.0,-470888.9057905179
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,103,andes03,7.236,156.0,336.0,10.0,10.0,11.0,-470888.99491400656
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,107,andes03,8.177,164.0,352.0,20.0,20.0,12.0,-470934.376843375
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,109,andes03,7.703,159.0,348.0,22.0,22.0,12.0,-470963.5908256201
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,113,andes03,8.219,188.0,400.0,50.0,50.0,8.0,-471542.8912319244
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,37,pigs01,40.386,4.0,16.0,16.0,16.0,17.0,-1673593.493805924
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,2,andes04,11.448,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,3,andes04,11.639,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,5,andes04,11.401,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,7,andes04,11.215,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,11,andes04,11.871,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,13,andes04,11.288,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,17,andes04,11.576,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,19,andes04,11.306,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,23,andes04,11.469,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,29,andes04,11.656,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,41,pigs01,30.936,1.0,4.0,4.0,4.0,11.0,-1673217.9918406596
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,31,andes04,11.637,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,37,andes04,11.944,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,41,andes04,11.206,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,43,andes04,11.226,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,47,andes04,11.688,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,53,andes04,13.997,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,59,andes04,11.702,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,61,andes04,11.149,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,67,andes04,11.859,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,71,andes04,11.036,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,43,pigs01,26.52,2.0,8.0,8.0,8.0,8.0,-1673198.299339291
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,73,andes04,11.194,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,79,andes04,11.485,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,83,andes04,11.574,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,89,andes04,11.575,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,97,andes04,11.223,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,101,andes04,11.535,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,103,andes04,11.261,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,107,andes04,11.84,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,109,andes04,11.611,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,andes,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,113,andes04,11.38,150.0,322.0,10.0,10.0,4.0,-470960.83885581646
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,47,pigs01,31.103,0.0,0.0,0.0,0.0,11.0,-1673064.338063568
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,2,andes04,8.619,177.0,378.0,52.0,52.0,7.0,-472073.71685861313
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,3,andes04,7.967,160.0,344.0,18.0,18.0,8.0,-471185.8545181888
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,5,andes04,8.077,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,7,andes04,7.215,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,11,andes04,7.9,152.0,328.0,16.0,16.0,8.0,-471030.75603848894
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,13,andes04,8.249,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,17,andes04,6.954,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,19,andes04,8.103,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,23,andes04,8.231,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,29,andes04,8.437,177.0,378.0,52.0,52.0,6.0,-472110.1702022403
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,53,pigs01,34.545,0.0,0.0,0.0,0.0,11.0,-1673014.5440606717
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,31,andes04,8.073,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,37,andes04,6.38,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,41,andes04,7.785,152.0,328.0,16.0,16.0,7.0,-471030.75603848894
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,43,andes04,11.457,202.0,436.0,92.0,92.0,6.0,-472143.3290990315
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,47,andes04,8.995,177.0,378.0,52.0,52.0,8.0,-472073.71685861313
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,53,andes04,8.31,177.0,378.0,52.0,52.0,6.0,-472110.1702022403
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,59,andes04,8.271,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,61,andes04,8.18,160.0,344.0,18.0,18.0,8.0,-471185.8545181888
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,67,andes04,6.528,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,71,andes04,6.862,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,59,pigs01,32.523,0.0,0.0,0.0,0.0,12.0,-1672993.1275609562
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,73,andes04,8.452,177.0,378.0,52.0,52.0,7.0,-472084.4487155291
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,79,andes04,10.079,160.0,342.0,20.0,20.0,11.0,-471704.8016972764
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,83,andes04,7.975,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,89,andes04,8.48,177.0,378.0,52.0,52.0,8.0,-472073.71685861313
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,97,andes04,6.565,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,101,andes04,7.814,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,103,andes04,9.826,160.0,348.0,30.0,30.0,8.0,-471054.5461626979
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,107,andes04,6.652,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,109,andes04,11.392,202.0,436.0,92.0,92.0,6.0,-472143.3290990315
cges,andes,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,113,andes04,7.666,158.0,338.0,16.0,16.0,5.0,-471159.14802795294
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,61,pigs01,47.076,17.0,50.0,46.0,46.0,7.0,-1676557.8929243607
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,2,andes04,6.661,150.0,322.0,10.0,10.0,10.0,-470951.16894462134
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,3,andes04,6.697,150.0,322.0,10.0,10.0,9.0,-470975.040202207
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,5,andes04,7.923,158.0,338.0,18.0,18.0,13.0,-471060.9183006691
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,7,andes04,9.199,167.0,372.0,48.0,48.0,13.0,-471274.5119497086
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,11,andes04,5.855,162.0,352.0,40.0,40.0,7.0,-471080.7721426908
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,13,andes04,7.306,161.0,348.0,32.0,32.0,11.0,-471206.1071417629
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,17,andes04,6.123,169.0,366.0,40.0,40.0,7.0,-471491.14266963047
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,19,andes04,6.937,161.0,344.0,18.0,18.0,10.0,-471036.28947794746
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,23,andes04,6.424,152.0,328.0,16.0,16.0,9.0,-471011.47592216067
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,29,andes04,7.201,150.0,322.0,10.0,10.0,7.0,-470950.1482805926
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,67,pigs01,32.237,0.0,0.0,0.0,0.0,12.0,-1673100.7921543487
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,31,andes04,6.997,152.0,328.0,16.0,16.0,11.0,-471035.3471797463
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,37,andes04,6.594,160.0,346.0,26.0,26.0,9.0,-471064.9389990674
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,41,andes04,6.996,152.0,330.0,18.0,18.0,11.0,-471004.11050785036
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,43,andes04,7.169,161.0,348.0,32.0,32.0,5.0,-471219.52353938326
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,47,andes04,7.106,158.0,338.0,18.0,18.0,10.0,-471061.19452421623
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,53,andes04,7.041,158.0,338.0,18.0,18.0,10.0,-470998.28756712395
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,59,andes04,5.578,196.0,424.0,34.0,34.0,6.0,-472283.0350701615
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,61,andes04,7.664,152.0,330.0,18.0,18.0,12.0,-471004.11050785036
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,67,andes04,7.188,153.0,328.0,16.0,16.0,9.0,-471020.7081156328
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,71,andes04,6.705,160.0,344.0,24.0,24.0,9.0,-471108.2293294678
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,71,pigs01,29.641,0.0,0.0,0.0,0.0,10.0,-1673071.6023283133
cges,pigs,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,71,pigs00,75.831,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,3,pigs00,72.195,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,73,andes04,6.428,150.0,322.0,10.0,10.0,9.0,-470925.42940726026
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,79,andes04,7.269,314.0,660.0,8.0,8.0,5.0,-479751.99101708195
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,83,andes04,7.055,153.0,328.0,10.0,10.0,10.0,-471202.6171978427
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,89,andes04,7.472,164.0,360.0,38.0,38.0,11.0,-471306.7109373318
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,97,andes04,6.252,150.0,322.0,10.0,10.0,5.0,-470970.5177271755
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,101,andes04,6.782,161.0,348.0,32.0,32.0,10.0,-471219.52353938326
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,103,andes04,6.312,150.0,322.0,10.0,10.0,8.0,-470963.19861326803
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,107,andes04,6.482,151.0,326.0,14.0,14.0,8.0,-471092.34974852105
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,109,andes04,6.342,158.0,338.0,20.0,20.0,8.0,-471192.9306813721
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,113,andes04,7.458,150.0,322.0,10.0,10.0,12.0,-470925.8034003129
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,73,pigs01,34.961,0.0,0.0,0.0,0.0,13.0,-1673070.445423085
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,2,andes04,8.476,150.0,322.0,10.0,10.0,13.0,-471009.36293194996
