algName,netName,clusteringName,numberOfRealThreads,convergence,broadcasting,seed,database,elapsedTime(s),shd,dfMM_avg,dfMM_plus,dfMM_minus,iterations,bdeu
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,97,andes_ALL,19.573,162.0,426.0,262.0,262.0,7.0,-5137560.921671511
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,101,andes_ALL,45.332,140.0,452.0,372.0,372.0,12.0,-5138743.978406247
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,103,andes_ALL,25.168,226.0,772.0,670.0,670.0,8.0,-5137591.13889583
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,107,andes_ALL,22.997,119.0,384.0,300.0,300.0,9.0,-5130093.754731092
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,109,andes_ALL,30.826,45.0,100.0,38.0,38.0,10.0,-5126847.861293313
cges,andes,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,113,andes_ALL,30.927,95.0,270.0,210.0,210.0,10.0,-5130941.51939098
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,47,pigs02,39.203,0.0,0.0,0.0,0.0,6.0,-1674445.8511495695
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,2,andes_ALL,57.871,58.0,132.0,68.0,68.0,15.0,-5127139.991843827
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,3,andes_ALL,26.092,79.0,192.0,132.0,132.0,11.0,-5127374.670673708
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,5,andes_ALL,31.032,34.0,68.0,10.0,10.0,11.0,-5126298.525858061
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,7,andes_ALL,36.991,57.0,132.0,74.0,74.0,12.0,-5127037.147824088
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,11,andes_ALL,31.639,50.0,110.0,52.0,52.0,13.0,-5126914.028735295
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,13,andes_ALL,50.599,43.0,92.0,32.0,32.0,13.0,-5127025.859332655
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,17,andes_ALL,33.336,49.0,104.0,42.0,42.0,14.0,-5127800.326521659
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,19,andes_ALL,25.143,90.0,246.0,184.0,184.0,12.0,-5128531.665701976
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,23,andes_ALL,27.18,124.0,278.0,218.0,218.0,12.0,-5129362.590676098
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,29,andes_ALL,36.115,72.0,190.0,128.0,128.0,13.0,-5127981.313788467
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,53,pigs02,38.673,3.0,8.0,6.0,6.0,7.0,-1674871.8585366958
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,31,andes_ALL,57.127,36.0,72.0,14.0,14.0,16.0,-5126370.714935416
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,37,andes_ALL,30.944,55.0,130.0,46.0,46.0,11.0,-5127580.042268841
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,41,andes_ALL,36.879,74.0,182.0,120.0,120.0,11.0,-5128017.41626874
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,43,andes_ALL,31.066,81.0,192.0,136.0,136.0,13.0,-5128046.685436174
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,47,andes_ALL,49.342,90.0,256.0,190.0,190.0,12.0,-5132641.497330382
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,53,andes_ALL,36.653,49.0,124.0,64.0,64.0,13.0,-5127130.877450312
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,59,andes_ALL,37.661,63.0,144.0,86.0,86.0,14.0,-5127885.862136123
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,61,andes_ALL,35.026,45.0,94.0,20.0,20.0,11.0,-5127535.3471277
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,67,andes_ALL,24.365,96.0,282.0,224.0,224.0,11.0,-5128735.042892984
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,71,andes_ALL,33.633,48.0,114.0,52.0,52.0,14.0,-5127124.8197624665
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,59,pigs02,54.036,23.0,94.0,94.0,94.0,14.0,-1676720.2092364486
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,73,andes_ALL,46.219,77.0,192.0,128.0,128.0,13.0,-5128437.317631707
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,79,andes_ALL,38.387,79.0,208.0,150.0,150.0,12.0,-5128670.560481228
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,83,andes_ALL,25.738,47.0,110.0,48.0,48.0,13.0,-5127053.482614606
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,89,andes_ALL,38.886,54.0,126.0,64.0,64.0,12.0,-5127965.544320189
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,97,andes_ALL,29.618,66.0,164.0,106.0,106.0,14.0,-5128373.290029901
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,101,andes_ALL,39.693,40.0,80.0,22.0,22.0,13.0,-5126397.628625034
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,103,andes_ALL,42.733,35.0,72.0,14.0,14.0,16.0,-5126471.193780361
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,107,andes_ALL,33.61,43.0,92.0,32.0,32.0,15.0,-5127100.433818415
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,109,andes_ALL,23.81,106.0,254.0,192.0,192.0,11.0,-5129935.366164834
cges,andes,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,113,andes_ALL,33.686,78.0,214.0,152.0,152.0,13.0,-5128411.954816344
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,61,pigs02,56.501,21.0,76.0,76.0,76.0,13.0,-1676441.548662332
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,2,link00,413.403,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,3,link00,405.354,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,5,link00,409.549,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,7,link00,408.718,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,11,link00,431.258,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,13,link00,419.595,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,17,link00,422.209,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,19,link00,437.556,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,23,link00,406.079,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,29,link00,402.482,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,67,pigs02,53.492,23.0,94.0,94.0,94.0,14.0,-1676693.423477708
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,31,link00,423.751,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,37,link00,415.557,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,41,link00,440.654,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,43,link00,407.283,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,47,link00,415.679,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,53,link00,428.642,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,59,link00,428.764,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,61,link00,420.669,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,67,link00,416.632,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,71,link00,438.296,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,71,pigs02,53.34,23.0,94.0,94.0,94.0,14.0,-1676693.423477708
cges,pigs,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,109,pigs00,75.131,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,73,link00,420.496,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,79,link00,420.386,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,83,link00,413.987,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,89,link00,417.44,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,97,link00,430.315,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,101,link00,402.762,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,103,link00,409.75,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,107,link00,416.331,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,109,link00,379.22,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,113,link00,412.151,898.0,1830.0,556.0,556.0,6.0,-1125675.1968383125
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,73,pigs02,39.745,3.0,8.0,6.0,6.0,7.0,-1674871.8585366958
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,2,link00,334.387,846.0,1778.0,712.0,712.0,7.0,-1122244.7175547571
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,3,link00,222.825,890.0,1822.0,608.0,608.0,8.0,-1125777.262930108
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,5,link00,269.746,843.0,1738.0,616.0,616.0,18.0,-1125821.1443612834
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,7,link00,216.806,910.0,1858.0,640.0,640.0,7.0,-1129812.0309990773
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,11,link00,197.872,912.0,1866.0,644.0,644.0,8.0,-1129550.506407207
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,13,link00,197.888,894.0,1830.0,610.0,610.0,8.0,-1125862.3063325037
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,17,link00,212.071,908.0,1848.0,588.0,588.0,9.0,-1129681.2096145782
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,19,link00,194.145,893.0,1826.0,598.0,598.0,7.0,-1125873.7924026381
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,23,link00,199.073,894.0,1830.0,610.0,610.0,7.0,-1125862.3063325037
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,29,link00,204.032,891.0,1860.0,646.0,646.0,10.0,-1126378.7086887518
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,79,pigs02,52.853,18.0,64.0,62.0,62.0,8.0,-1677136.2206174224
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,31,link00,223.248,859.0,1752.0,536.0,536.0,14.0,-1125737.8570939235
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,37,link00,258.758,894.0,1830.0,666.0,666.0,14.0,-1129401.1645613357
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,41,link00,213.816,903.0,1838.0,578.0,578.0,9.0,-1129631.1171718142
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,43,link00,312.818,971.0,2208.0,1022.0,1022.0,10.0,-1133840.195299918
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,47,link00,248.571,889.0,1876.0,722.0,722.0,10.0,-1126390.238993901
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,53,link00,198.053,891.0,1860.0,646.0,646.0,8.0,-1126388.1962482692
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,59,link00,242.217,880.0,1802.0,620.0,620.0,9.0,-1125792.4441665043
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,61,link00,223.026,890.0,1822.0,608.0,608.0,9.0,-1125777.262930108
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,67,link00,237.82,893.0,1838.0,654.0,654.0,8.0,-1129515.9774549466
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,71,link00,236.436,893.0,1838.0,654.0,654.0,8.0,-1129515.9774549466
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,83,pigs02,54.097,23.0,94.0,94.0,94.0,13.0,-1676720.2092364486
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,73,link00,238.538,901.0,1896.0,714.0,714.0,9.0,-1126508.8652108412
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,79,link00,221.822,917.0,1926.0,716.0,716.0,8.0,-1128013.4892509102
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,83,link00,250.02,844.0,1732.0,552.0,552.0,17.0,-1125703.2360152656
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,89,link00,246.796,889.0,1876.0,722.0,722.0,10.0,-1126390.238993901
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,97,link00,259.5,881.0,1812.0,650.0,650.0,9.0,-1129460.7316258745
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,101,link00,242.252,891.0,1820.0,646.0,646.0,7.0,-1129209.694648973
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,103,link00,265.427,843.0,1738.0,616.0,616.0,16.0,-1125821.1443612834
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,107,link00,206.462,896.0,1828.0,614.0,614.0,8.0,-1129721.078207103
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,109,link00,334.351,966.0,2242.0,1098.0,1098.0,11.0,-1128867.3698715158
cges,link,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,113,link00,233.863,893.0,1838.0,654.0,654.0,8.0,-1129515.9774549466
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,89,pigs02,36.671,0.0,0.0,0.0,0.0,6.0,-1674445.8511495695
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,2,link00,139.309,871.0,1784.0,608.0,608.0,13.0,-1126165.002449321
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,3,link00,160.251,897.0,1842.0,640.0,640.0,17.0,-1129340.598022986
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,5,link00,150.547,891.0,1838.0,618.0,618.0,14.0,-1125853.7046702811
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,7,link00,150.633,904.0,1960.0,788.0,788.0,12.0,-1122434.0199869093
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,11,link00,133.074,940.0,1934.0,678.0,678.0,11.0,-1129834.649447114
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,13,link00,151.017,883.0,1804.0,592.0,592.0,16.0,-1129249.421672503
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,17,link00,163.195,854.0,1756.0,634.0,634.0,14.0,-1125974.9156709204
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,19,link00,127.002,918.0,1880.0,646.0,646.0,12.0,-1129568.9886446986
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,23,link00,157.691,934.0,1948.0,722.0,722.0,16.0,-1127009.2793239953
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,29,link00,153.945,929.0,1946.0,748.0,748.0,11.0,-1126417.334285738
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,97,pigs02,53.117,23.0,94.0,94.0,94.0,14.0,-1676693.423477708
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,31,link00,138.582,896.0,1830.0,618.0,618.0,12.0,-1129444.45761375
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,37,link00,176.427,861.0,1764.0,662.0,662.0,18.0,-1129173.537667384
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,41,link00,142.869,924.0,1894.0,608.0,608.0,15.0,-1129678.0246313142
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,43,link00,136.552,940.0,1954.0,718.0,718.0,10.0,-1129680.7624494908
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,47,link00,152.191,917.0,1926.0,730.0,730.0,15.0,-1130627.933719841
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,53,link00,145.952,915.0,1918.0,708.0,708.0,16.0,-1132172.8467455143
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,59,link00,136.988,923.0,1882.0,644.0,644.0,13.0,-1129658.4871161398
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,61,link00,138.49,900.0,1848.0,626.0,626.0,12.0,-1129514.4370322386
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,67,link00,178.921,894.0,1860.0,686.0,686.0,13.0,-1125642.8770229747
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,71,link00,138.092,848.0,1746.0,644.0,644.0,12.0,-1125663.8073772315
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,101,pigs02,40.734,0.0,0.0,0.0,0.0,9.0,-1674445.4633784045
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,73,link00,144.707,937.0,1956.0,756.0,756.0,9.0,-1130305.5192736534
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,79,link00,166.943,916.0,1890.0,690.0,690.0,17.0,-1129624.7522212008
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,83,link00,152.917,878.0,1828.0,690.0,690.0,13.0,-1125723.12251219
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,89,link00,140.237,911.0,1892.0,690.0,690.0,14.0,-1129505.0081715663
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,97,link00,155.546,899.0,1872.0,672.0,672.0,15.0,-1129148.7458122773
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,101,link00,149.568,879.0,1804.0,702.0,702.0,14.0,-1125619.9015123446
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,103,link00,148.715,904.0,1862.0,722.0,722.0,14.0,-1129585.8468678955
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,107,link00,151.928,924.0,1900.0,738.0,738.0,14.0,-1126207.083434463
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,109,link00,136.316,882.0,1824.0,634.0,634.0,12.0,-1126057.8588210412
cges,link,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,113,link00,135.141,912.0,1868.0,658.0,658.0,13.0,-1129397.7711743575
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,103,pigs02,41.776,0.0,0.0,0.0,0.0,9.0,-1674445.4633784045
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,2,link00,142.472,886.0,1840.0,658.0,658.0,20.0,-1121426.270437767
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,3,link00,149.108,828.0,1692.0,582.0,582.0,20.0,-1121860.5459877178
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,5,link00,203.842,827.0,1716.0,576.0,576.0,25.0,-1109447.871595752
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,7,link00,135.982,875.0,1794.0,612.0,612.0,20.0,-1122812.6641011469
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,11,link00,129.627,863.0,1778.0,650.0,650.0,12.0,-1123551.7049361705
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,13,link00,215.899,845.0,1746.0,600.0,600.0,19.0,-1114000.5868997704
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,17,link00,301.477,800.0,1618.0,498.0,498.0,37.0,-1118899.0760424375
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,19,link00,183.002,839.0,1734.0,628.0,628.0,23.0,-1122647.4270863752
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,23,link00,136.422,847.0,1746.0,560.0,560.0,19.0,-1122071.8512423837
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,29,link00,154.565,853.0,1752.0,576.0,576.0,19.0,-1119666.1927031283
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,107,pigs02,53.479,23.0,94.0,94.0,94.0,14.0,-1676693.423477708
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,31,link00,123.826,858.0,1740.0,538.0,538.0,17.0,-1122156.6819586612
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,37,link00,277.611,775.0,1576.0,466.0,466.0,32.0,-1114695.2138228377
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,41,link00,164.044,858.0,1782.0,580.0,580.0,23.0,-1122853.9757004236
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,43,link00,181.966,845.0,1740.0,610.0,610.0,21.0,-1125999.5765817554
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,47,link00,115.669,861.0,1768.0,576.0,576.0,15.0,-1118848.7551154918
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,53,link00,150.284,880.0,1820.0,626.0,626.0,20.0,-1126165.8515084656
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,59,link00,158.773,895.0,1850.0,658.0,658.0,22.0,-1126018.120587867
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,61,link00,240.979,863.0,1752.0,570.0,570.0,26.0,-1122039.8227492925
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,67,link00,161.94,857.0,1768.0,612.0,612.0,22.0,-1122401.4576070227
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,71,link00,128.701,909.0,1870.0,686.0,686.0,17.0,-1126213.945253265
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,109,pigs02,103.169,43.0,146.0,140.0,140.0,6.0,-1679522.7449580429
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,73,link00,549.855,815.0,1644.0,532.0,532.0,41.0,-1114850.8681331773
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,79,link00,142.151,884.0,1826.0,694.0,694.0,19.0,-1123063.1831042515
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,83,link00,156.29,890.0,1826.0,686.0,686.0,21.0,-1126868.4505115824
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,89,link00,126.853,838.0,1730.0,556.0,556.0,17.0,-1119862.786653829
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,97,link00,130.06,845.0,1744.0,626.0,626.0,16.0,-1126626.217712761
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,101,link00,153.861,904.0,1842.0,606.0,606.0,18.0,-1123559.9380830498
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,103,link00,143.279,1040.0,2344.0,1270.0,1270.0,16.0,-1120279.3768373856
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,107,link00,184.197,876.0,1850.0,662.0,662.0,24.0,-1124689.455147341
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,109,link00,157.963,848.0,1732.0,606.0,606.0,21.0,-1118867.0035551398
cges,link,HierarchicalClustering,8,c2,RANDOM_BROADCASTING,113,link00,138.171,856.0,1732.0,548.0,548.0,19.0,-1121935.0622488656
cges,pigs,HierarchicalClustering,2,c2,RANDOM_BROADCASTING,113,pigs02,54.493,23.0,94.0,94.0,94.0,14.0,-1676693.423477708
cges,pigs,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,113,pigs00,68.195,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,pigs,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,5,pigs00,74.513,0.0,0.0,0.0,0.0,4.0,-1673766.7635783982
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,2,link01,417.744,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,3,link01,416.782,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,5,link01,424.975,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,7,link01,415.971,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,11,link01,419.065,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,13,link01,417.484,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,17,link01,400.557,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,19,link01,409.067,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,23,link01,416.961,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,link,HierarchicalClustering,1,c2,RANDOM_BROADCASTING,29,link01,397.765,976.0,2038.0,696.0,696.0,5.0,-1150963.9822840565
cges,pigs,HierarchicalClustering,4,c2,RANDOM_BROADCASTING,2,pigs02,25.901,2.0,8.0,8.0,8.0,10.0,-1674666.9991238897
